,artwork,titleLabel,materialLabel,genreLabel,collectionLabel,depictLabel,movementLabel,subjectLabel,creatorBirthPlaceLabel,creatorCountryLabel,creatorLabel,genderLabel,inceptionLabel,widthLabel,heightLabel,image,startTime,locLabel,artworkLabel,locatedLabel,endTime,countryLabel,instanceOfLabel,num_creators
152,http://www.wikidata.org/entity/Q18565908,,poplar wood; oil paint,religious art,Department of Paintings of the Louvre,Annunciation to the shepherds; blood; snake; Longinus; Nativity of Jesus; symbol; sword; reliquary; chalice; spear; angel; John the Apostle; cuirass; Child Jesus,Mannerism,Adoration of the shepherds,Rome,Italy,Giulio Romano,male,1532,[212.0],[275.0],http://commons.wikimedia.org/wiki/Special:FilePath/Giulio%20Romano%20-%20Adoration%20of%20the%20Shepherds%20-%20WGA09609.jpg,{'nan'},Louvre Museum,Adoration of the Shepherds with Sts. Longinus and John,,,France,painting,1
153,http://www.wikidata.org/entity/Q18565909,,wood; oil paint,mythological painting,Department of Paintings of the Louvre,Erotes; pigtail; toplessness; Hephaestus; bird's wing; beard; curtain; chignon; footstool; quiver; boy; umbilicus; white hair; arch; child; drapery; blond hair; nipple; couple; sitting; woman; Venus; nudity; Vulcan; man; Aphrodite; arrow; breast; male toplessness,Mannerism,,Rome,Italy,Giulio Romano,male,1575,[24.3],[37.6],http://commons.wikimedia.org/wiki/Special:FilePath/V%C3%A9nus%20et%20Vulcain%2C%20Romano%20%28Louvre%20INV%20424%29%2004.jpg,{'nan'},Louvre Museum,Venus and Vulcan,,,France,painting,1
154,http://www.wikidata.org/entity/Q18565915,,poplar wood; oil paint,religious art,Department of Paintings of the Louvre,shepherd; horse; sheep; crucifixion of Jesus; hill; watercourse; vegetation; plain; sailing ship; Jesus,Renaissance,crucifixion of Jesus,Milan,Italy,Andrea Solari,male,1503,[80.5],[110.0],http://commons.wikimedia.org/wiki/Special:FilePath/Andrea%20solario%2C%20crocifissione%2C%201503%2C%2001.JPG,{'nan'},Louvre Museum,Crucifixion,,,France,painting,1
155,http://www.wikidata.org/entity/Q18565917,,tempera; poplar wood; oil paint,religious art,Department of Paintings of the Louvre,Nursing Madonna,Renaissance,Nursing Madonna,Milan,Italy,Andrea Solari,male,1507,[47.5],[59.5],http://commons.wikimedia.org/wiki/Special:FilePath/Andrea%20solario%2C%20madonna%20del%20cuscino%20verde%2C%201507-10%20ca.%2002.JPG,{'nan'},Louvre Museum,Madonna of the Green Cushion,,,France,painting,1
156,http://www.wikidata.org/entity/Q18565919,,oil paint; canvas,religious art,Department of Paintings of the Louvre,hill; plain; vegetation,Renaissance,lamentation of Christ,Milan,Italy,Andrea Solari,male,1509,[161.5],[117.5],http://commons.wikimedia.org/wiki/Special:FilePath/Andrea%20Solario%20-%20Lamentation%20over%20the%20Dead%20Christ%20-%20WGA21603.jpg,{'nan'},Louvre Museum,Lamentation over the Dead Christ,,,France,painting,1
157,http://www.wikidata.org/entity/Q18565924,,poplar wood; oil paint,portrait,Department of Paintings of the Louvre,Charles II d'Amboise; man; mountain; marshal; plain; headgear; fur,Renaissance,,Milan,Italy,Andrea Solari,male,1507,[52.0],[75.0],http://commons.wikimedia.org/wiki/Special:FilePath/Andrea%20Solario%20-%20Charles%20d%27Amboise%20-%20WGA21597.jpg,{'nan'},Louvre Museum,Portrait of Charles II d'Amboise,,,France,painting,1
158,http://www.wikidata.org/entity/Q18565927,,walnut wood; oil paint,portrait,Department of Paintings of the Louvre,headgear; letter; man; glove,Q3578530,,Verona,Italy,Giovanni Francesco Caroto,male,1512,[53.5],[69.0],http://commons.wikimedia.org/wiki/Special:FilePath/Caroto%20-%20Bernardo%20di%20Salla%2C%20Louvre%20INV%20885.jpg,{'nan'},Louvre Museum,Portrait of Bernardo di Salla,,,France,painting,1
159,http://www.wikidata.org/entity/Q18565929,,paper; oil paint; canvas,religious art,Department of Paintings of the Louvre,laurel tree; symbol; Q3248828; Virgin Mary; Passion; Child Jesus; Jesus,Renaissance,Madonna and Child,Brescia,Italy,Girolamo Romanino,male,1507,[61.0],[76.0],http://commons.wikimedia.org/wiki/Special:FilePath/Romanino%2C%20madonna%20col%20bambino%2C%201520-1550%20ca..JPG,{'nan'},Louvre Museum,Madonna and Child,,,France,painting,1
160,http://www.wikidata.org/entity/Q18565932,,oil paint; canvas,religious art,Department of Paintings of the Louvre,Elizabeth; grape; Holy Family; broad-leaved tree; angel; flight into Egypt,Mannerism,rest on the flight into Egypt,Mantua,Italy,Ippolito Andreasi,male,1600,[54.5],[68.5],http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Repos%20pendant%20la%20Fuite%20en%20%C3%89gypte%2C%20Andreasino%20%28Louvre%20INV%2063%29%2002.jpg,{'nan'},Louvre Museum,Rest on the Flight into Egypt,,,France,painting,1
161,http://www.wikidata.org/entity/Q18565939,,wood; oil paint,religious art,Department of Paintings of the Louvre,speech scroll; column; bay; book; Child Jesus,Italian Renaissance,Madonna and Child,Florence,Italy,Domenico Ghirlandaio,male,1475,[55.5],[78.7],http://commons.wikimedia.org/wiki/Special:FilePath/Domenico%20ghirlandaio%2C%20madonna%20col%20bambino%2C%201473-75%20ca.%20%28louvre%29%2001.jpg,{'nan'},Louvre Museum,Madonna and Child,,,France,painting,1
162,http://www.wikidata.org/entity/Q18572220,,oil paint; canvas,religious art,Department of Paintings of the Louvre,Elizabeth; path; vegetation; stairs; residence; Virgin Mary,Mannerism,Visitation,Venice,Italy,Sebastiano del Piombo,male,1619,[132.0],[168.0],http://commons.wikimedia.org/wiki/Special:FilePath/Piombo%2C%20Sebastiano%20del%20-%20The%20Visitation%20-%201518-19.jpg,{'nan'},Louvre Museum,Visitation,,,France,painting,1
163,http://www.wikidata.org/entity/Q18572228,,poplar wood; oil paint,religious art,Department of Paintings of the Louvre,Bernardino of Siena,Sienese School; Mannerism,,Castelnuovo Berardenga,Italy,Domenico di Pace Beccafumi,male,1537,[51.1],[32.5],http://commons.wikimedia.org/wiki/Special:FilePath/Beccafumi%2C%20predella%20per%20la%20pala%20dell%27oratorio%20di%20s.%20bernardino%20a%20siena%2C%20predica%20di%20s.%20bernardino%2C%201537.JPG,{'nan'},Louvre Museum,The Sermon of Saint Bernardino of Siena,,,France,painting,1
166,http://www.wikidata.org/entity/Q18572246,,poplar wood; oil paint,religious art,Department of Paintings of the Louvre,angel; Virgin Mary; Annunciation,Renaissance,Annunciation,Arezzo,Italy,Giorgio Vasari,male,1567,[166.0],[216.0],http://commons.wikimedia.org/wiki/Special:FilePath/Giorgio%20Vasari%20-%20Annunciation%20-%20WGA24286.jpg,{'nan'},Louvre Museum,Annunciation,,,France,painting,1
167,http://www.wikidata.org/entity/Q18572249,,oil paint; canvas,religious art; self-portrait; portrait,Department of Paintings of the Louvre,"Francesco de' Rossi; column; Colours, standards and guidons; Thomas the Apostle",Mannerism,Doubting Thomas,Florence,Italy,Francesco de' Rossi,male,1537,[234.0],[275.0],http://commons.wikimedia.org/wiki/Special:FilePath/Francesco%20salviati%2C%20incredulit%C3%A0%20di%20san%20tommaso%2C%201543-47%20ca.%2001.JPG,{'nan'},Louvre Museum,The Incredulity of St. Thomas,,,France,painting,1
168,http://www.wikidata.org/entity/Q18572256,,wood; oil paint,portrait,Department of Paintings of the Louvre,headgear,High Renaissance; Mannerism,,Parma,Italy,Parmigianino,male,1525,[44.3],[59.0],http://commons.wikimedia.org/wiki/Special:FilePath/Parmigianino%20-%20Portrait%20of%20a%20Young%20man.jpg,{'nan'},Louvre Museum,Portrait of a Young Man,,,France,painting,1
169,http://www.wikidata.org/entity/Q18572271,La Circoncision,oil paint; canvas,still life; religious art,Department of Paintings of the Louvre,copper; sheep; angel; shepherd,Renaissance,Circumcision of Jesus,Urbino,Italy,Federico Barocci,male,1590,[251.0],[356.0],http://commons.wikimedia.org/wiki/Special:FilePath/Barocci-Circoncision-Louvre.jpg,{'nan'},Louvre Museum,Circumcision,,,France,painting,1
170,http://www.wikidata.org/entity/Q18572272,Die Rettung Moses aus dem Wasser,oil paint; canvas,religious art,Department of Paintings of the Louvre,Earth; main stream; woman; baby; Moses,School of Fontainebleau,Finding of Moses,Modena,Italy,Niccolò dell'Abbate,male,1575,[83.0],[82.5],http://commons.wikimedia.org/wiki/Special:FilePath/Niccol%C3%B2%20dell%27%20Abbate%20003.jpg,{'nan'},Louvre Museum,Moses Rescued from the Nile,,,France,painting,1
171,http://www.wikidata.org/entity/Q18572281,,oil paint; canvas,nude,Department of Paintings of the Louvre,lyre; singing; tambourine; Mount Helicon,Mannerism,,Florence,Italy,Rosso Fiorentino,male,1524,[63.0],[31.0],http://commons.wikimedia.org/wiki/Special:FilePath/Rosso%20Fiorentino%20-%20The%20Contest%20of%20the%20Pierides%20-%20WGA20139.jpg,{'nan'},Louvre Museum,The Challenge of the Pierides,,,France,painting,1
172,http://www.wikidata.org/entity/Q18572283,,oil paint; canvas,allegory,Department of Paintings of the Louvre,spring; man; garland; flower,Mannerism,,Milan,Italy,Giuseppe Arcimboldo,male,1573,[63.5],[76.0],http://commons.wikimedia.org/wiki/Special:FilePath/Giuseppe%20Arcimboldo%20-%20Spring%20-%20WGA0810.jpg,{'nan'},Louvre Museum,Spring,,,France,painting,1
173,http://www.wikidata.org/entity/Q18572287,,oil paint; canvas,allegory,Department of Paintings of the Louvre,autumn; grape,Mannerism,,Milan,Italy,Giuseppe Arcimboldo,male,1573,[63.5],[76.0],http://commons.wikimedia.org/wiki/Special:FilePath/Giuseppe%20arcimboldo%2C%20estate%2C%201573%2C%2001.JPG,{'nan'},Louvre Museum,Autumn,,,France,painting,1
174,http://www.wikidata.org/entity/Q18572291,,oil paint; canvas,allegory,Department of Paintings of the Louvre,winter; mouth; Hedera; man; sword; root; mushroom; trunk; tree; lemon; head hair; garland; flower,Mannerism,,Milan,Italy,Giuseppe Arcimboldo,male,1573,[63.5],[76.0],http://commons.wikimedia.org/wiki/Special:FilePath/Giuseppe%20arcimboldo%2C%20inverno%2C%201573%2C%2001.JPG,{'nan'},Louvre Museum,Winter,,,France,painting,1
175,http://www.wikidata.org/entity/Q18572292,,oil paint; canvas,religious art,Department of Paintings of the Louvre,angel; beatific vision; Luke the Evangelist; Catherine of Alexandria,Baroque,,Bologna,Italy,Annibale Carracci,male,1592,[226.0],[401.0],http://commons.wikimedia.org/wiki/Special:FilePath/Annibale%20Carracci%20-%20The%20Virgin%20Appears%20to%20Sts%20Luke%20and%20Catherine%20-%20WGA4431.jpg,{'nan'},Louvre Museum,Madonna Appearing to St. Luke and St. Catherine,,,France,painting,1
176,http://www.wikidata.org/entity/Q18572295,,oil paint; canvas,religious art,Department of Paintings of the Louvre,beatific vision; angel; Virgin Mary; tambourine; Child Jesus,Baroque,Madonna and Child,Bologna,Italy,Ludovico Carracci,male,1594,[223.0],[375.0],http://commons.wikimedia.org/wiki/Special:FilePath/Carracci%20Saint%20Hyacinth.jpg,{'nan'},Louvre Museum,Madonna and Child with St. Hyacinth,,,France,painting,1
177,http://www.wikidata.org/entity/Q18572299,,oil paint; canvas,religious art,Department of Paintings of the Louvre,Goliath; David,Baroque,David and Goliath,Bologna,Italy,Guido Reni,male,1604,[145.0],[220.0],http://commons.wikimedia.org/wiki/Special:FilePath/David%2C%20Reni%20%28Louvre%20INV%20519%29%2002.jpg,{'nan'},Louvre Museum,David with the Head of Goliath,,,France,painting,1
178,http://www.wikidata.org/entity/Q18572318,,oil paint; canvas,allegory,Department of Paintings of the Louvre,grape; cherry; summer; man; fruit; vegetable; hazelnut; Cynara scolymus,Mannerism,,Milan,Italy,Giuseppe Arcimboldo,male,1573,[63.5],[76.0],http://commons.wikimedia.org/wiki/Special:FilePath/Giuseppe%20Arcimboldo%20-%20Summer%20-%20WGA00811.jpg,{'nan'},Louvre Museum,Summer,,,France,painting,1
179,http://www.wikidata.org/entity/Q18572331,,poplar wood; oil paint,religious art,Department of Paintings of the Louvre,Anthony of Padua,Sienese School; Mannerism,,Castelnuovo Berardenga,Italy,Domenico di Pace Beccafumi,male,1537,[51.5],[32.5],http://commons.wikimedia.org/wiki/Special:FilePath/Domenico%20Beccafumi%20051.jpg,{'nan'},Louvre Museum,St. Anthony and the Miracle of the Mule,,,France,painting,1
180,http://www.wikidata.org/entity/Q18572332,,poplar wood; oil paint,religious art,Department of Paintings of the Louvre,Order of Friars Minor; stigmata; Francis of Assisi,Sienese School; Mannerism,Saint Francis receiving the Stigmata,Castelnuovo Berardenga,Italy,Domenico di Pace Beccafumi,male,1537,[51.4],[32.5],http://commons.wikimedia.org/wiki/Special:FilePath/Domenico%20Beccafumi%20053.jpg,{'nan'},Louvre Museum,St. Francis of Assisi Receiving the Stigmata,,,France,painting,1
181,http://www.wikidata.org/entity/Q18572391,,oil paint; canvas,mythological painting,Department of Paintings of the Louvre,Venus,Baroque,Toilet of Venus,Bologna,Italy,Francesco Albani,male,1621,[252.0],[202.0],http://commons.wikimedia.org/wiki/Special:FilePath/Francesco%20Albani%20-%20TOilet%20of%20Venus%20-%20WGA0112.jpg,{'nan'},Louvre Museum,Toilet of Venus,,,France,painting,1
182,http://www.wikidata.org/entity/Q18572400,,oil paint; canvas,religious art,Department of Paintings of the Louvre,angel; bed; birth of the Virgin Mary,Baroque,birth of the Virgin Mary,Bologna,Italy,Annibale Carracci,male,1605,[155.0],[274.0],http://commons.wikimedia.org/wiki/Special:FilePath/Annibale%20Carracci%2C%20Nativit%C3%A0%20della%20Vergine%2C%20Louvre.JPG,{'nan'},Louvre Museum,Birth of the Virgin,,,France,painting,1
183,http://www.wikidata.org/entity/Q18572402,,oil paint; canvas,religious art,Department of Paintings of the Louvre,column; cherry; Holy Family,Baroque,Holy Family,Bologna,Italy,Annibale Carracci,male,1593,[98.0],[120.0],http://commons.wikimedia.org/wiki/Special:FilePath/Annibale%20carracci%2C%20madonna%20delle%20ciliegie%2C%201593%20ca..JPG,{'nan'},Louvre Museum,Madonna with Cherries,,,France,painting,1
184,http://www.wikidata.org/entity/Q18572406,,oil paint; canvas,religious art,Department of Paintings of the Louvre,thunderstorm; flood; cloud; fear; man; rain; broad-leaved tree; drowning; landscape,Baroque,Genesis flood narrative,Venice,Italy,Antonio Marziale Carracci,male,1616,[247.0],[166.0],http://commons.wikimedia.org/wiki/Special:FilePath/Antonio%20Carracci%20-%20The%20Flood%20-%201616-1618.jpg,{'nan'},Louvre Museum,The Flood,,,France,painting,1
185,http://www.wikidata.org/entity/Q18572414,,oil paint; canvas,religious art,Department of Paintings of the Louvre,Lot's daughters; Lot,Baroque,Lot and his daughters,Cento,Italy,Guercino,male,1651,[222.0],[172.0],http://commons.wikimedia.org/wiki/Special:FilePath/Guercino%2C%20loth%20e%20le%20figlie%2C%201651.JPG,{'nan'},Louvre Museum,Lot and His Daughters,,,France,painting,1
186,http://www.wikidata.org/entity/Q18572419,,oil paint; canvas,religious art,Department of Paintings of the Louvre,column; city; Saint George; Modena; beatific vision; scale model; angel; Virgin Mary; John the Baptist; Child Jesus,Baroque,Madonna and Child,Cento,Italy,Guercino,male,1651,[231.0],[331.0],http://commons.wikimedia.org/wiki/Special:FilePath/Guercino%2C%20madonna%20col%20bambino%20e%20quattro%20santi%2C%201651.JPG,{'nan'},Louvre Museum,Madonna and Child with Four Saints,,,France,painting,1
187,http://www.wikidata.org/entity/Q18572420,,oil paint; canvas,religious art,Department of Paintings of the Louvre,Presentation of Jesus at the Temple; Virgin Mary; hen; child,Baroque,Presentation of Jesus at the Temple,Bologna,Italy,Guido Reni,male,1636,[202.0],[286.0],http://commons.wikimedia.org/wiki/Special:FilePath/Guido%20Reni%20029.jpg,{'nan'},Louvre Museum,The Purification of the Virgin,,,France,painting,1
188,http://www.wikidata.org/entity/Q18572432,,oil paint; canvas,religious art,Department of Paintings of the Louvre,angel; Augustine of Hippo; Coronation of the Virgin,Baroque,Coronation of the Virgin,Parma,Italy,Giovanni Lanfranco,male,1616,[144.0],[220.0],http://commons.wikimedia.org/wiki/Special:FilePath/Giovanni%20lanfranco%2C%20incoronazione%20della%20vergine%20coi%20santi%20agostino%20e%20guglielmo%20d%27aquitania%2C%201616%20ca..JPG,{'nan'},Louvre Museum,Coronation of the Virgin with St. Augustine and St. William of Aquitaine,,,France,painting,1
189,http://www.wikidata.org/entity/Q18572441,,copper; oil paint,religious art,Department of Paintings of the Louvre,Isaac; horse; hill; sacrifice; oak; angel; landscape,Baroque,Binding of Isaac,Bologna,Italy,Annibale Carracci,male,1599,[35.0],[46.0],http://commons.wikimedia.org/wiki/Special:FilePath/Isacco.jpg,{'nan'},Louvre Museum,Abraham's Sacrifice,,,France,painting,1
190,http://www.wikidata.org/entity/Q18572451,,copper; oil paint,religious art,Department of Paintings of the Louvre,shepherd; lantern; Nativity of Jesus; donkey; ox; mandolin; angel,Baroque,Nativity of Jesus,Bologna,Italy,Francesco Albani,male,1600,[29.8],[42.0],http://commons.wikimedia.org/wiki/Special:FilePath/Annibale%20Carracci%2C%20Adorazione%20dei%20pastori%2C%20Louvre.jpg,{'nan'},Louvre Museum,Nativity,,,France,painting,1
191,http://www.wikidata.org/entity/Q18572452,La Vierge à l'Enfant avec saint Jean-Baptiste,copper; oil paint,religious art,Department of Paintings of the Louvre,window; vase; bouquet; bassinet; sitting; John the Baptist; Child Jesus; child,Baroque,Madonna and Child,Bologna,Italy,Guido Reni,male,1606,[19.0],[25.0],http://commons.wikimedia.org/wiki/Special:FilePath/Guido%20reni%2C%20madonna%20col%20bambino%20e%20san%20giovannino%2C%201606-1607%20ca..JPG,{'nan'},Louvre Museum,Madonna and Child with St. John the Baptist,,,France,painting,1
192,http://www.wikidata.org/entity/Q18572456,,copper; oil paint,religious art,Department of Paintings of the Louvre,pigeon; curtain; Annunciation; Holy Spirit; angel; Gabriel; Virgin Mary,Baroque,Annunciation,Bologna,Italy,Francesco Albani,male,1620,[14.0],[19.0],http://commons.wikimedia.org/wiki/Special:FilePath/L%27Annonciation%20-%20L%27Albane%20-%20Q18572456.jpg,{'nan'},Louvre Museum,Annunciation,,,France,painting,1
193,http://www.wikidata.org/entity/Q18572457,,oil paint; canvas,religious art,Department of Paintings of the Louvre,Mary Magdalene; Jesus,Baroque,Noli me tangere,Bologna,Italy,Francesco Albani,male,1620,[14.0],[19.0],http://commons.wikimedia.org/wiki/Special:FilePath/Noli%20me%20tangere%20-%20L%27Albane%20-%20Q18572457.jpg,{'nan'},Louvre Museum,Noli me tangere,,,France,painting,1
194,http://www.wikidata.org/entity/Q18572460,Actéon métamorphosé en cerf,copper; oil paint,nude; mythological painting,Department of Paintings of the Louvre,bathing; Diana; Actaeon; watercourse,Baroque,Diana and Actaeon,Bologna,Italy,Francesco Albani,male,1617,[61.5],[52.0],http://commons.wikimedia.org/wiki/Special:FilePath/Albani%20Francesco%2C1617%20-%20Act%C3%A9on%20m%C3%A9tamorphos%C3%A9%20en%20Cerf.jpg,{'nan'},Louvre Museum,Diana and Actaeon,,,France,painting,1
